f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26
141.1517496	122.003074	10	1	3	1	8.060401606	4.72621024	2.695685283	0	0	0	0	0	1	1	0	1	1	2	1	0	1	0	0	26.02
213.0153115	200.9214111	11	2	3	0.333333333	8.75380863	4.520073523	2.637343664	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
139.0745619	130.0041366	10	4	1	0.333333333	6.953122172	2.616524836	1.21789435	0	1	0	0	0	0	0	1	0	4	3	1	0	0	0	0	71.77
153.0953776	141.0014772	11	2	2	0.333333333	8.208911968	3.486219293	2.017105668	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
140.1313485	124.006148	10	2	2	0.75	7.763519669	3.737475293	2.119872869	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	29.26
156.1626486	136.006148	11	2	2	1	9.011575092	4.073454882	3.211319857	0	0	0	1	0	0	0	0	1	2	2	1	1	1	0	1	29.26
149.084064	137.9979886	11	2	3	0.222222222	7.951522843	3.883701864	1.883091861	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	43.09
151.1109474	138.009222	11	3	1	0.625	7.9317294	3.868251819	2.153563841	0	0	0	0	0	0	0	0	1	3	2	1	1	1	0	0	53.05
162.1156984	148.006148	12	2	2	0.3	8.78354537	3.904419145	2.087500407	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	15.6
173.0065979	164.9439977	10	3	1	0.142857143	7.763519669	3.170355912	1.580917793	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
109.0891494	98.003074	8	1	2	0.428571429	5.574408602	2.675461917	1.203430049	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	26.02
197.0971272	180.9719267	13	2	3	0.454545455	10.55019246	4.635211794	2.71351029	1	1	0	2	0	0	0	0	0	1	2	1	0	0	0	2	26.02
231.0814771	216.9719267	16	2	3	0.142857143	11.18363037	5.149981999	2.844778549	2	2	0	1	0	0	0	0	0	1	2	2	0	0	0	1	26.02
165.1153641	149.9979886	12	2	3	0.4	9.071074681	4.117834347	2.925955903	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	1	35.25
201.0112046	191.9407794	12	3	1	0.333333333	8.362391879	2.91236792	1.445817625	1	1	0	2	0	1	1	0	1	1	2	2	0	1	0	2	26.02
215.0268547	203.9407794	13	3	0	0.4	9.320269064	3.487048468	1.688166352	1	1	0	1	0	0	0	0	1	1	1	2	0	0	0	1	12.03
167.0768704	153.975145	11	2	3	0.333333333	8.624966762	4.416607656	2.559479317	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
175.1360995	158.003074	13	1	2	0.5	8.763953707	3.925464377	1.915155678	1	1	0	1	0	0	1	0	1	1	1	2	0	0	0	1	12.03
224.9514969	218.9045467	12	5	1	0.142857143	9.934388186	3.707681233	1.615920123	1	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	46.25
139.099714	125.9979886	10	2	3	0.5	7.348225108	3.418784463	1.881676278	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	39.16
150.1156984	136.006148	11	2	1	0.333333333	8.080200401	2.925955903	1.949680981	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	29.26
191.1310142	173.9979886	14	2	2	0.5	9.531779468	4.467680664	2.070920246	1	1	0	1	0	0	0	0	1	2	1	2	1	1	0	1	21.26
211.1127773	192.9719267	14	2	4	0.5	11.54423905	5.37535906	3.685725526	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	12.03
183.0814771	168.9719267	12	2	3	0.4	9.557183958	4.48445404	3.244738766	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
161.0065979	152.9439977	9	3	2	0.333333333	7.061731844	3.202642772	1.970902995	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	26.02
112.1000484	100.006148	8	2	2	0.666666667	5.790548303	2.844928182	1.317146286	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	29.26
183.1047994	170.003074	14	1	1	0.230769231	8.008715496	2.580436336	1.130756685	2	2	0	0	0	1	1	0	1	1	2	3	0	1	0	0	26.02
167.050177	156.9719267	11	2	2	0.111111111	8.307943193	3.557462323	2.069530025	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
151.0797275	141.0014772	11	2	2	0.111111111	7.951522843	3.302754773	1.883091861	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
157.0703057	147.9998804	11	3	2	0.25	8.139601594	3.436571192	1.980697148	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
168.1626486	148.006148	12	2	0	1	8.51523239	3.346339286	1.502491952	0	0	0	3	0	1	1	0	2	2	2	2	1	2	0	3	29.26
175.0763917	160.9668413	11	3	2	0.875	9.011575092	4.073454882	2.455138002	0	0	0	0	0	1	1	0	1	2	2	1	0	1	0	0	43.09
153.0953776	141.0014772	11	2	1	0.333333333	8.208911968	2.624406814	2.017105668	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
168.1062766	155.0045512	12	3	3	0.333333333	9.160334237	4.184618298	2.287297224	1	1	0	1	0	0	0	0	0	2	4	1	0	0	0	1	52.04
179.1310142	161.9979886	13	2	3	0.454545455	10.06347245	4.282623273	2.738896611	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	1	35.25
153.090212	142.0041366	11	4	2	0.428571429	7.941626016	3.295750624	1.878004664	0	1	0	0	0	0	0	1	0	4	2	1	0	0	0	0	60.91
163.1360995	146.003074	12	1	4	0.454545455	9.269445438	4.938582577	2.346347075	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	12.03
155.1422475	138.009222	11	3	0	1	7.525058894	3.089455044	1.552303438	0	0	0	1	0	0	0	0	2	3	2	2	2	2	0	1	32.5
181.1266777	165.0014772	13	2	4	0.454545455	10.19257638	4.973789961	3.149566582	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	12.03
145.0422162	137.987441	9	6	2	0.666666667	6.371212121	2.695568114	1.331632653	0	1	0	0	0	0	0	1	0	5	3	1	0	0	0	0	72.52
185.1016059	171.9998804	13	3	2	0.4	10.12305648	3.419506492	2.038048259	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3.24
139.1109474	126.009222	10	3	3	0.571428571	7.279051254	3.366309337	1.842927825	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	40.71
139.1109474	126.009222	10	3	2	0.571428571	7.279051254	2.835823593	1.359407881	0	1	0	0	0	0	0	1	0	3	3	1	0	0	0	0	54.7
125.0952974	114.009222	9	3	2	0.5	6.292399021	2.639049753	1.536009478	0	1	0	0	0	0	0	1	0	3	3	1	0	0	0	0	54.7
127.099714	113.9979886	9	2	0	0.857142857	6.745874855	2.968144675	1.788059219	0	0	0	1	0	1	1	0	1	2	2	1	0	1	0	1	43.09
191.1673997	170.003074	14	1	1	0.538461538	11.25587253	3.738424133	1.568333628	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
111.1047994	98.003074	8	1	1	0.714285714	5.82987013	2.875980975	1.338218727	0	0	0	1	0	0	1	0	1	1	2	1	0	0	0	1	26.02
125.1204495	110.003074	9	1	0	1	5.722890921	1.978612327	0.876582755	0	0	0	3	2	2	2	0	2	1	2	2	0	2	0	3	26.02
111.1047994	98.003074	8	1	2	0.714285714	5.82987013	2.875980975	1.338218727	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	26.02
125.1204495	110.003074	9	1	3	0.75	6.814942529	3.673642257	2.18510787	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	26.02
139.1360995	122.003074	10	1	3	0.777777778	7.803092784	4.505397851	2.525042005	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	26.02
139.1360995	122.003074	10	1	2	1	6.656627418	2.536710801	0.96785539	0	0	0	3	2	2	2	0	2	1	1	2	0	2	0	3	12.03
153.0589921	144.9963918	11	3	2	0.125	7.882249489	3.253808597	1.847587586	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	43.09
127.0857953	118.01537	9	5	2	0.75	6.154533001	2.540902984	1.229023085	0	1	0	0	0	0	0	1	0	5	2	1	0	0	0	0	69.62
223.1127773	204.9719267	15	2	3	0.538461538	10.97041597	4.998789137	2.959555529	1	1	0	1	0	1	1	0	1	1	1	2	0	1	0	1	12.03
125.1204495	110.003074	9	1	0	1	5.722890921	1.978612327	0.983000845	0	0	0	2	2	2	2	0	2	1	2	2	0	2	0	2	26.02
185.0407552	175.9703299	12	3	2	0.111111111	9.229766607	4.236737215	2.061452681	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
144.0721194	131.978219	9	3	0	0.833333333	6.933378685	2.603397895	1.611672041	0	0	0	1	0	0	0	0	1	2	1	1	1	1	0	1	27.09
150.1156984	136.006148	11	2	1	0.333333333	8.080200401	2.925955903	1.713300856	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	29.26
95.07349929	86.003074	7	1	1	0.333333333	4.595279503	1.937398543	0.903713753	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	26.02
177.0645915	161.947216	10	3	3	1	8.75380863	5.328632995	3.170355912	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	26.02
150.1156984	136.006148	11	2	3	0.444444444	8.208911968	4.085750092	2.313148693	0	1	0	0	0	0	0	1	0	2	1	1	0	0	0	0	24.92
203.0268547	191.9407794	12	3	2	0.333333333	9.845034014	4.126667526	2.128101618	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	12.03
136.1000484	124.006148	10	2	1	0.25	7.091358575	2.708944457	1.277154529	1	1	0	0	0	0	0	0	0	2	4	1	0	0	0	0	52.04
156.045426	146.9750007	10	3	1	0.142857143	7.377874865	2.903255155	1.403529503	1	1	0	0	0	0	0	0	0	2	4	1	0	0	0	0	52.04
156.045426	146.9750007	10	3	1	0.142857143	7.377874865	2.903255155	1.623034109	1	1	0	0	0	0	0	0	0	2	4	1	0	0	0	0	52.04
150.1156984	136.006148	11	2	1	0.333333333	8.080200401	2.925955903	1.517440986	1	1	0	0	0	0	0	0	0	2	4	1	0	0	0	0	52.04
156.045426	146.9750007	10	3	1	0.142857143	7.377874865	2.903255155	1.623034109	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	29.26
111.1047994	98.003074	8	1	1	0.714285714	5.82987013	2.875980975	1.338218727	0	0	0	1	0	0	1	0	1	1	2	1	0	0	0	1	26.02
123.1047994	110.003074	9	1	2	0.5	6.558483412	2.831024794	1.422754521	0	0	0	1	0	0	1	0	1	1	2	1	0	0	0	1	26.02
163.0455703	153.975145	11	2	1	0.111111111	6.82590068	2.642063523	1.042635849	1	2	0	0	0	0	0	1	0	1	2	2	0	0	0	0	26.02
124.0636629	116.0010626	9	3	1	0.166666667	6.03642225	2.457568887	1.399560028	0	1	0	0	0	0	0	1	0	3	3	1	0	0	0	0	58.88
114.1156984	100.006148	8	2	1	1	6.046262626	3.048033944	1.456225286	0	0	0	0	0	0	0	0	1	2	2	1	1	1	0	0	29.26
169.0658271	156.9719267	11	2	1	0.333333333	8.565510984	2.838808992	2.208058398	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
153.1517496	134.003074	11	1	2	0.8	8.793457944	2.978591424	1.481906259	0	0	0	1	0	0	1	0	1	1	2	1	0	0	0	1	26.02
191.1310142	173.9979886	14	2	2	0.5	9.531779468	4.009304875	1.752582838	1	1	0	1	0	0	1	0	1	2	1	2	0	0	0	1	21.26
136.1000484	124.006148	10	2	1	0.375	7.219769484	2.795579	1.54435322	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	38.91
155.0404849	145.9700596	10	3	2	0.285714286	7.437181136	2.943925379	1.430273242	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	43.09
177.0612204	165.975145	12	2	2	0.2	7.61990903	3.151589643	1.299185461	1	2	0	0	0	0	0	1	0	1	1	2	0	0	0	0	12.03
163.099714	149.9979886	12	2	0	0.4	7.61990903	2.489452475	0.916425682	1	1	0	1	0	0	1	0	1	2	3	2	0	0	0	1	46.25
220.9832756	211.9128504	12	4	3	0.25	10.19257638	4.973789961	2.866077241	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
143.0517183	133.981293	9	4	2	0.4	6.509189511	2.795213979	1.654910535	0	1	0	0	0	0	0	1	0	3	4	1	0	0	0	0	64.93
185.0607417	172.9668413	12	3	3	0.333333333	9.358731145	4.33393073	2.125720095	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	35.25
155.0746422	144.9963918	11	3	2	0.25	8.010908174	3.34486186	1.913720512	1	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	46.25
184.0767261	170.9750007	12	3	3	0.333333333	9.517489064	4.454254544	2.205830146	1	1	0	1	0	0	0	0	0	2	3	1	0	0	0	1	38.05
128.1313485	112.006148	9	2	1	1	7.032107623	3.180475788	1.953512004	0	0	0	1	0	0	0	0	1	2	2	1	1	1	0	1	29.26
149.1204495	134.003074	11	1	2	0.4	8.278231827	3.536050576	2.053752129	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
126.1156984	112.006148	9	2	3	0.857142857	6.745874855	3.616587863	2.140300725	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	38.38
150.0793129	140.0010626	11	3	3	0.125	7.753626943	3.72981359	2.39044275	1	1	0	0	0	0	0	0	0	3	2	1	0	0	0	0	47.32
151.099714	137.9979886	11	2	2	0.333333333	8.080200401	3.394163309	1.949680981	1	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	46.25
147.1047994	134.003074	11	1	2	0.2	8.020806452	3.351893337	1.918842801	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
151.0797275	141.0014772	11	2	2	0.111111111	7.951522843	3.302754773	1.883091861	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
155.0404849	145.9700596	10	3	0	0.571428571	6.43146135	2.398476489	0.994819198	0	0	0	1	0	0	0	0	2	2	1	2	1	1	0	1	29.1
197.0607417	184.9668413	13	3	3	0.3	10.22237232	4.396975443	3.167786817	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	20.31
113.0701452	106.01537	8	5	1	0.666666667	5.172247511	1.871017207	0.812037735	0	1	0	0	0	0	0	1	0	5	2	1	0	0	0	0	69.62
135.1047994	122.003074	10	1	2	0.333333333	7.288932462	3.373794183	1.848446213	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
155.050177	144.9719267	10	2	1	0.25	7.417411386	2.93035119	1.421336235	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
163.1360995	146.003074	12	1	3	0.454545455	9.269445438	4.266587717	2.665666078	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	12.03
179.050177	168.9719267	12	2	2	0.1	9.080991811	4.125242114	1.988229405	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
178.1106131	164.0010626	13	3	2	0.3	9.73583691	4.620925695	2.557952074	1	1	0	0	0	0	0	0	0	3	2	1	0	0	0	0	44.62
165.0612204	153.975145	11	2	0	0.333333333	7.193753593	2.875067541	1.416701542	1	1	0	1	0	0	0	0	1	1	2	2	0	0	0	1	26.02
153.0953776	141.0014772	11	2	1	0.333333333	8.208911968	3.009581149	1.774461159	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
139.0745619	130.0041366	10	4	3	0.333333333	6.953122172	3.788245092	1.985286693	0	1	0	0	0	0	0	1	0	4	2	1	0	0	0	0	61.03
147.0176413	137.947216	8	3	1	0.6	6.519047619	3.430330466	1.725443787	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	26.02
149.0332914	137.947216	8	3	2	1	6.775473441	3.641019251	1.877555062	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	26.02
129.0612204	117.975145	8	2	1	0.666666667	6.174223602	3.150668478	1.527587188	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	26.02
205.0061193	195.935694	12	4	2	0.25	9.64650519	3.98621315	1.830913052	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	35.25
211.0608839	202.9982837	15	4	1	0.090909091	9.830243805	3.456117061	2.034627798	1	2	0	0	0	0	0	1	0	1	1	2	0	0	0	0	15.79
177.0612204	165.975145	12	2	1	0.2	7.771837785	2.883425343	1.131014822	1	2	0	1	0	0	0	1	0	1	2	2	0	0	0	1	26.02
169.056135	157.9700596	11	3	2	0.25	8.426805421	3.643437699	2.133070862	1	1	0	1	0	0	0	0	0	2	1	1	0	0	0	1	29.1
155.0746422	144.9963918	11	3	3	0.25	8.010908174	3.930132099	2.552591474	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	35.25
171.0450916	160.9668413	11	3	3	0.25	8.367370983	4.211158888	2.782317646	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	35.25
218.9717324	208.8934821	10	3	2	0.428571429	8.238619329	3.507553267	2.403422364	0	1	0	1	0	0	0	1	0	1	2	1	0	0	0	1	26.02
155.1673997	134.003074	11	1	2	1	9.051240876	4.103028382	2.477534438	0	0	0	1	0	1	1	0	1	1	2	1	0	1	0	1	26.02
165.1153641	149.9979886	12	2	2	0.4	9.071074681	3.586407119	1.983383736	1	1	0	1	0	0	0	0	0	2	3	1	0	0	0	1	46.25
151.099714	137.9979886	11	2	2	0.333333333	8.080200401	3.394163309	1.713300856	1	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	46.25
131.0734993	122.003074	10	1	0	0.111111111	5.68580385	1.957306778	0.677496793	1	1	0	1	0	0	1	0	1	1	2	2	0	0	0	1	26.02
151.099714	137.9979886	11	2	3	0.333333333	8.080200401	3.984450935	2.596795782	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	32.26
215.9356813	210.8965561	10	4	1	0.166666667	7.73384216	3.149583818	1.566978157	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	1	49.81
164.1313485	148.006148	12	2	2	0.4	9.071074681	3.586407119	1.983383736	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	1	29.26
128.094963	116.0010626	9	3	1	0.833333333	6.548623962	2.823853375	1.676856938	0	0	1	1	0	0	0	0	1	3	3	1	1	1	0	1	55.12
141.0612204	129.975145	9	2	2	0.428571429	6.775473441	2.989942377	1.531067087	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	26.02
183.071785	169.9700596	12	3	3	0.333333333	9.418261253	4.378962522	1.926844717	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	35.25
201.076534	190.9982837	14	4	3	0.2	10.62968127	4.173809872	2.79622024	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
113.0589118	106.0041366	8	4	1	0.5	5.24084507	1.915964256	0.840417606	0	1	0	0	0	0	0	1	0	4	2	1	0	0	0	0	64.94
131.0946287	117.9929032	9	3	2	1	6.992612613	3.82110705	2.301564122	0	0	0	0	0	0	0	0	1	3	2	1	1	1	0	0	44.48
167.0746422	156.9963918	12	3	3	0.222222222	8.872764378	3.97035602	2.134222588	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	29.1
177.1517496	158.003074	13	1	3	0.5	10.26210181	4.425683221	2.561120193	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	3.24
153.0612204	141.975145	10	2	0	0.5	6.375268807	2.364326722	0.879043164	0	1	0	1	0	0	0	1	1	1	1	2	0	0	0	1	12.03
125.1204495	110.003074	9	1	1	0.75	6.814942529	3.673642257	2.18510787	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	12.03
212.1080262	194.9750007	14	3	3	0.454545455	11.50446016	4.301480795	3.293587806	1	1	0	1	0	0	0	0	0	2	4	1	0	0	0	1	52.04
183.1059423	168.9963918	13	3	3	0.4	9.993963056	4.232838515	2.184930558	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	1	35.25
123.1047994	110.003074	9	1	3	0.5	6.558483412	3.4625869	2.020085436	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	26.02
127.1360995	110.003074	9	1	0	1	7.071607143	2.695685283	2.353880867	0	0	0	0	0	1	1	0	1	1	2	1	0	1	0	0	26.02
131.0768704	117.975145	8	2	0	1	6.430336943	3.357969394	2.052669548	0	0	0	1	0	0	0	0	1	1	2	1	1	1	0	1	26.02
225.1284273	204.9719267	15	2	3	0.538461538	12.5391085	4.998789137	4.22920509	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
169.0658271	156.9719267	11	2	2	0.333333333	8.565510984	3.744394582	1.948067425	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
145.0925205	129.975145	9	2	1	1	7.417411386	2.93035119	1.867685002	0	0	0	0	0	1	1	0	1	1	2	1	0	1	0	0	26.02
173.0652203	163.9947951	12	4	2	0.25	8.932250923	3.491659026	1.530814592	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	35.25
144.1262631	128.0010626	10	3	2	1	7.981214575	3.906902017	1.936083848	0	0	0	1	0	0	0	0	1	3	2	1	1	1	0	1	38.49
160.1000484	148.006148	12	2	2	0.3	8.763720712	3.889803295	1.83543338	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	1	49.81
128.1313485	112.006148	9	2	1	1	7.032107623	2.669223008	1.246898059	0	0	0	2	0	0	0	0	1	2	2	1	1	1	0	2	29.26
111.0684139	101.9979886	8	2	1	0.333333333	5.378121547	2.006795975	0.89838623	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	39.16
203.0557985	194.9931983	14	5	1	0.222222222	10.56012821	3.69199003	2.245525818	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	33.08
163.099714	149.9979886	12	2	2	0.3	8.942165899	3.498403224	1.711615234	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	43.09
151.099714	137.9979886	11	2	1	0.333333333	8.080200401	2.925955903	1.517440986	1	1	0	1	0	0	0	0	0	2	3	1	0	0	0	1	46.25
167.0946287	153.9929032	12	3	2	0.333333333	8.872764378	3.451270652	1.681087027	1	1	0	1	0	0	0	0	0	3	3	1	0	0	0	1	55.48
171.9861968	166.9470717	10	4	1	0.166666667	7.545932203	3.018891864	1.294345083	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	1	49.81
115.0633285	105.9929032	8	3	1	0.8	5.564589502	2.132000227	0.979577193	0	0	0	1	0	0	0	0	1	3	2	1	1	1	0	1	52.32
145.0019912	137.947216	8	3	1	0.2	6.262850123	3.222126321	1.577679197	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	26.02
161.0332914	149.947216	9	3	1	0.666666667	7.506382979	3.539427516	2.647460757	0	0	0	1	0	0	0	0	1	1	2	1	1	1	0	1	26.02
113.0701452	106.01537	8	5	2	0.666666667	5.172247511	2.366040595	1.00184971	0	1	0	0	0	0	0	1	0	5	3	1	0	0	0	0	80.48
141.0612204	129.975145	9	2	2	0.428571429	6.775473441	2.989942377	1.804947321	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	26.02
155.0746422	144.9963918	11	3	2	0.25	8.010908174	3.34486186	1.913720512	1	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	46.25
185.0652203	175.9947951	13	4	2	0.222222222	9.636580087	3.979224264	2.503977646	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	33.08
131.0734993	122.003074	10	1	0	0.333333333	4.914345448	1.428748782	0.469017234	1	1	0	2	0	0	1	0	2	1	1	3	1	1	0	2	21.94
123.1047994	110.003074	9	1	2	0.5	6.558483412	3.4625869	2.020085436	0	0	0	1	0	0	1	0	1	1	2	1	0	0	0	1	26.02
214.994576	204.9163257	11	3	2	0.25	8.714161959	3.853322768	2.289406733	1	1	0	1	0	0	0	0	0	2	3	1	0	0	0	1	46.25
171.0450916	160.9668413	11	3	2	0.25	8.525877277	3.715479048	2.186540209	1	1	0	1	0	0	0	0	0	2	3	1	0	0	0	1	46.25
155.0746422	144.9963918	11	3	2	0.25	8.169304866	3.457826365	1.996271516	1	1	0	1	0	0	0	0	0	2	3	1	0	0	0	1	46.25
173.0407552	163.9703299	11	3	1	0.25	8.496153846	3.198611111	1.913831053	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
167.050177	156.9719267	11	2	0	0.333333333	7.137067495	2.504549395	1.146376022	1	1	0	1	0	0	1	0	1	1	2	2	0	0	0	1	26.02
167.050177	156.9719267	11	2	2	0.111111111	8.307943193	3.557462323	2.069530025	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
155.0746422	144.9963918	11	3	2	0.25	8.010908174	3.34486186	1.913720512	1	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	46.25
104.094963	92.00106262	7	3	3	1	6.88	4.050068027	3.717073367	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	38.49
156.1626486	136.006148	11	2	3	1	9.011575092	5.555061484	3.727666133	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	0	15.27
210.9955546	203.9407794	13	3	1	0	8.668240795	3.444006578	1.714904139	1	2	0	0	0	0	0	1	0	1	1	2	0	0	0	0	15.79
128.1313485	112.006148	9	2	2	1	7.032107623	3.180475788	1.662813599	0	0	0	1	0	0	0	0	1	2	2	1	1	1	0	1	29.26
139.1109474	126.009222	10	3	3	0.571428571	7.279051254	3.366309337	1.842927825	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	43.84
109.0639972	102.009222	8	3	1	0.2	5.182045455	2.373481845	1.006598794	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	51.8
204.9560824	196.8934821	9	3	2	0.333333333	7.24940919	3.343878175	2.082206384	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	26.02
142.1469986	124.006148	10	2	2	1	8.020806452	3.937882077	2.27202101	0	0	0	0	0	0	0	0	1	2	2	1	1	1	0	0	29.26
213.0153115	200.9214111	11	2	2	0.333333333	8.75380863	3.882500423	3.037618765	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
125.1204495	110.003074	9	1	2	0.75	6.814942529	3.673642257	2.18510787	0	0	0	1	0	0	1	0	1	1	2	1	0	0	0	1	26.02
211.1127773	192.9719267	14	2	5	0.5	11.54423905	6.04792074	4.119751033	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	12.03
149.1204495	134.003074	11	1	1	0.4	8.278231827	3.054898793	1.431870732	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
122.0843983	112.006148	9	2	1	0.285714286	6.233304562	2.596867015	1.504122761	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	38.91
246.9857973	236.907547	10	2	2	0.25	8.010908174	3.930132099	2.266105337	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
128.1313485	112.006148	9	2	2	1	7.032107623	3.180475788	1.662813599	0	0	0	1	0	0	0	0	1	2	2	1	1	1	0	1	29.26
167.0768704	153.975145	11	2	3	0.333333333	8.624966762	4.416607656	2.951802253	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
136.1000484	124.006148	10	2	1	0.375	7.219769484	2.795579	1.54435322	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	1	38.91
139.099714	125.9979886	10	2	1	1	5.555061484	1.563050297	0.486526547	0	0	0	5	2	2	2	0	3	2	2	3	1	3	0	5	38.55
141.1517496	122.003074	10	1	2	1	8.060401606	3.968914889	1.978612327	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	12.03
