f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26
173.0407552	163.9703299	11	3	1	0.25	8.496153846	3.198611111	2.170450329	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
177.0513819	171.0044317	12	6	1	0.333333333	8.922336103	3.058532469	1.911243387	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	51.8
173.1204495	158.003074	13	1	0	0.5	7.571439104	2.582768304	0.969114171	1	1	0	1	0	0	1	0	2	1	1	3	1	1	1	1	12.03
169.0703057	159.9998804	12	3	0	0.333333333	7.676858313	2.825734753	1.100818142	1	1	0	0	0	0	0	0	1	1	1	2	0	0	0	0	12.03
150.1156984	136.006148	11	2	2	0.333333333	8.080200401	3.394163309	1.949680981	1	1	0	0	0	0	0	0	0	2	4	1	0	0	0	0	52.04
126.1156984	112.006148	9	2	0	1	5.68580385	1.957306778	0.864355867	0	0	0	2	0	0	0	0	2	2	2	2	2	2	0	2	29.26
128.0810443	120.018444	9	6	2	0.666666667	5.957713921	2.402430194	1.358495024	0	1	0	0	0	0	0	1	0	6	4	1	0	0	0	0	95.64
149.0332914	137.947216	8	3	0	1	6.775473441	2.989942377	1.877555062	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	26.02
150.1156984	136.006148	11	2	1	0.444444444	8.208911968	2.624406814	2.017105668	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	38.91
136.1000484	124.006148	10	2	1	0.375	7.219769484	2.795579	1.333208254	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	38.91
138.0793129	128.0010626	10	3	2	0.285714286	7.022233446	3.173095017	1.448106572	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	52.96
140.0408193	131.978219	9	3	1	0.166666667	6.57820331	2.84538144	1.69338176	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	1	38.91
138.0793129	128.0010626	10	3	1	0.285714286	7.022233446	2.662619175	1.247379922	0	1	0	0	0	0	0	1	0	3	3	1	0	0	0	0	58.88
147.0796473	138.009222	11	3	1	0.25	7.704166667	3.128848576	1.75744042	0	1	0	1	0	0	0	1	0	3	2	1	0	0	0	1	62.7
143.0250249	136.9780747	9	4	1	0.2	6.450048019	2.752394946	1.622178246	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	51.8
137.0952974	126.009222	10	3	1	0.428571429	7.150619469	2.748833236	1.30290371	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	51.8
151.099714	137.9979886	11	2	1	0.333333333	8.080200401	2.925955903	1.517440986	1	1	0	1	0	0	0	0	0	2	3	1	0	0	0	0	46.25
152.094963	140.0010626	11	3	1	0.375	8.010908174	2.881219935	1.487806952	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	52.96
159.0495703	151.9947951	11	4	1	0.142857143	7.941626016	2.836692171	1.458412218	1	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	46.25
138.0480931	130.9933178	10	2	1	0	6.805074799	2.518544061	1.345015863	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	20.23
148.088815	135.9949146	11	1	1	0.2	7.862459016	2.786061385	1.837489149	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	20.23
139.1109474	126.009222	10	3	2	0.571428571	7.279051254	2.835823593	1.186091851	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	43.84
142.1106131	128.0010626	10	3	1	0.857142857	7.536044539	3.012055326	1.290264973	0	0	1	1	0	0	0	0	1	3	2	1	1	1	0	1	46.33
144.1374965	128.012296	10	4	2	1	7.941626016	3.875975164	2.224837104	0	0	0	0	0	0	0	0	1	4	4	1	1	1	0	0	58.52
153.1265975	138.009222	11	3	4	0.625	8.268328417	4.132684889	2.347837022	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	43.84
156.1626486	136.006148	11	2	2	1	9.011575092	4.073454882	3.211319857	0	0	0	1	0	0	0	0	1	2	2	1	1	1	0	1	29.26
168.1626486	148.006148	12	2	2	1	8.51523239	3.753576447	1.803507782	0	0	0	2	2	1	1	0	2	2	2	2	1	2	0	2	29.26
165.0953776	153.0014772	12	2	1	0.4	7.743335629	2.866077241	1.225695524	1	1	0	1	0	0	0	0	1	1	1	2	1	1	0	1	12.03
153.0953776	141.0014772	11	2	1	0.333333333	8.208911968	3.009581149	1.573104449	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
153.0953776	141.0014772	11	2	2	0.333333333	8.208911968	3.486219293	2.017105668	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
153.0953776	141.0014772	11	2	2	0.333333333	8.208911968	3.486219293	2.017105668	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
153.0953776	141.0014772	11	2	2	0.333333333	8.208911968	3.486219293	2.017105668	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
153.0953776	141.0014772	11	2	2	0.333333333	8.208911968	3.486219293	1.774461159	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
154.0906266	143.0045512	11	3	2	0.25	8.010908174	3.34486186	1.913720512	1	1	0	0	0	0	0	0	0	2	4	1	0	0	0	0	52.04
157.0361485	148.9735482	10	3	1	0.142857143	7.565708245	3.032577674	1.302521451	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
157.0361485	148.9735482	10	3	1	0.142857143	7.565708245	3.032577674	1.302521451	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
157.0361485	148.9735482	10	3	1	0.142857143	7.565708245	3.032577674	1.488905991	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
158.0655547	150.0029544	11	4	1	0.142857143	7.941626016	2.836692171	1.299495465	1	1	0	0	0	0	0	0	0	2	4	1	0	0	0	0	52.04
159.0495703	151.9947951	11	4	1	0.142857143	7.941626016	2.836692171	1.458412218	1	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	46.25
163.099714	149.9979886	12	2	3	0.2	8.65469697	3.809658461	1.784007561	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	21.26
185.0852068	172.9913065	13	4	3	0.333333333	9.795397096	4.091434101	1.894373383	1	1	0	0	0	0	0	0	0	3	2	1	0	0	0	0	44.48
188.9748191	183.935694	11	4	2	0	8.367370983	3.6003847	2.101214948	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	33.08
193.1102787	177.9929032	14	3	5	0.363636364	10.72905138	5.395062214	2.851323951	1	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	38.33
150.0793129	140.0010626	11	3	3	0.25	7.723950104	3.706849488	2.036427858	1	1	0	1	0	0	0	0	0	3	1	1	0	0	0	0	41.46
150.0793129	140.0010626	11	3	3	0.25	7.723950104	3.706849488	2.371944565	1	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	41.46
153.0612204	141.975145	10	2	1	0.25	7.634931794	3.080610856	1.331307649	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
130.1106131	116.0010626	9	3	2	1	6.992612613	3.150977509	1.414171034	0	0	0	1	0	0	0	0	1	3	2	1	1	1	0	1	38.49
161.1204495	146.003074	12	1	3	0.272727273	8.852936803	3.955680097	2.123807364	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
140.0749765	131.0045512	10	3	1	0.142857143	7.022233446	2.662619175	1.247379922	1	1	0	0	0	0	0	0	0	2	4	1	0	0	0	0	52.04
171.0450916	160.9668413	11	3	1	0.25	8.367370983	3.113456534	1.642721271	1	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	46.25
151.1109474	138.009222	11	3	0	0.625	6.854144847	2.340956852	1.158766285	0	1	0	1	0	0	1	1	1	3	2	2	0	0	0	1	43.84
157.0673684	145.981293	10	4	2	0.5	7.496496273	2.984751814	1.457218133	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	42.15
156.0721194	143.978219	10	3	2	0.571428571	7.694275287	3.121945055	1.548467239	0	1	0	0	0	0	0	1	0	2	1	1	0	0	0	0	24.92
163.1360995	146.003074	12	1	2	0.454545455	9.269445438	3.72297052	2.081148017	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
143.0517183	133.981293	9	4	2	0.6	6.637370892	2.888561061	1.726597222	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	51.8
193.1466642	173.9979886	14	2	4	0.5	11.0570416	5.009404787	2.739507255	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	1	35.25
191.0313334	182.9687331	12	4	2	0.25	9.418261253	3.82630248	2.155631499	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
193.0514621	185.9966869	13	5	2	0.25	9.984033613	3.740446763	2.180220196	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
205.0714486	194.9931983	14	5	2	0.333333333	10.84830854	3.875067967	2.383042774	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	0	35.25
205.0714486	194.9931983	14	5	2	0.333333333	10.84830854	3.875067967	2.383042774	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	0	35.25
140.1061964	128.012296	10	4	3	0.666666667	7.20989011	3.314024836	1.539484879	0	1	0	0	0	0	0	1	0	4	2	1	0	0	0	0	56.73
128.094963	116.0010626	9	3	1	0.833333333	6.548623962	1.988238606	1.214608868	0	0	0	1	0	0	0	0	1	3	2	1	0	0	0	1	47.61
209.0219116	201.9671363	13	5	1	0.25	10.34156607	3.554934193	2.602841954	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
189.076534	178.9982837	13	4	1	0.333333333	10.05354219	3.376764629	2.452770148	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
139.1360995	122.003074	10	1	1	1	6.656627418	2.228786	0.877705845	0	0	0	1	0	2	2	0	2	1	2	2	0	2	1	1	26.02
128.094963	116.0010626	9	3	1	0.833333333	6.548623962	2.351355522	1.214608868	0	0	1	1	0	0	0	0	1	3	2	1	1	1	0	1	46.33
125.1204495	110.003074	9	1	1	0.75	6.814942529	3.019067167	1.827547666	0	0	0	1	0	0	1	0	1	1	2	1	0	0	0	1	26.02
136.1000484	124.006148	10	2	1	0.375	7.219769484	2.795579	1.333208254	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	1	38.91
169.0703057	159.9998804	12	3	1	0.333333333	7.676858313	2.263271662	1.100818142	1	1	0	0	0	1	1	0	1	1	2	2	0	1	0	0	26.02
169.0703057	159.9998804	12	3	1	0.333333333	7.676858313	2.263271662	1.202977065	1	1	0	0	0	1	1	0	1	1	2	2	0	1	0	0	26.02
162.1156984	148.006148	12	2	2	0.5	7.743335629	2.866077241	1.481616972	0	1	0	1	0	1	1	1	1	2	2	2	0	1	0	1	38.91
150.1156984	136.006148	11	2	2	0.444444444	8.208911968	3.486219293	2.017105668	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	1	38.91
126.0905463	116.012296	9	4	2	0.6	6.22345679	2.589853936	1.498831264	0	1	0	0	0	0	0	1	0	4	2	1	0	0	0	0	56.73
250.9607254	243.9059502	10	3	1	0.142857143	7.941626016	3.295750624	1.665560698	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
140.1028942	125.9979886	13	2	4	0.25	3.984450935	3.224846567	1.739178486	1	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	46.25
205.0714486	194.9931983	14	5	2	0.333333333	10.84830854	3.875067967	2.169141946	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	35.25
192.9861328	186.9391826	11	4	1	0.142857143	8.78354537	3.390937135	1.64043057	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
173.0407552	163.9703299	11	3	2	0.25	8.496153846	3.693829361	2.170450329	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
181.0925205	165.975145	12	2	3	0.4	9.616730269	4.529840849	2.875067541	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
173.1238206	153.975145	11	2	4	1	9.39841733	5.897146561	4.018875957	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	12.03
171.1197356	153.9929032	16	3	3	0.333333333	4.720060902	3.97035602	1.887425407	1	1	0	0	0	0	0	0	0	3	3	1	0	0	0	0	55.48
155.0768704	141.975145	10	2	2	0.5	7.763519669	3.170355912	1.580917793	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	12.03
142.0564693	131.978219	9	3	2	0.5	6.706414435	2.939142785	1.765625204	0	1	0	0	0	0	0	1	0	2	1	1	0	0	0	0	24.92
156.0721194	143.978219	10	3	2	0.571428571	7.694275287	3.121945055	2.079510631	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	1	38.91
170.0877694	155.978219	11	3	2	0.625	8.684428706	3.324255156	1.785543685	0	1	0	1	0	0	0	1	0	2	1	1	0	0	0	1	24.92
165.1153641	149.9979886	12	2	4	0.4	9.229766607	4.906136375	2.642063523	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	32.26
189.076534	178.9982837	13	4	1	0.333333333	10.05354219	3.376764629	2.452770148	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
156.045426	146.9750007	10	3	1	0.285714286	7.506382979	2.99157128	1.688037425	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	1	38.91
142.1106131	128.0010626	10	3	2	0.857142857	7.694275287	3.683917058	2.079510631	0	0	0	0	0	0	0	0	1	3	2	1	1	1	0	0	46.33
138.0905463	128.012296	10	4	2	0.333333333	6.953122172	3.121545731	1.21789435	0	1	0	0	0	0	0	1	0	4	3	1	0	0	0	0	63.83
140.094963	128.0010626	10	3	2	0.571428571	7.279051254	2.835823593	1.842927825	0	1	0	1	0	0	0	1	0	3	2	1	0	0	0	1	52.05
195.1081705	177.975145	13	2	4	0.454545455	10.60980846	5.30082099	3.407620925	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	12.03
185.9792603	178.9244851	9	3	1	0.166666667	6.706414435	2.939142785	1.765625204	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	38.91
185.9792603	178.9244851	9	3	1	0.166666667	6.706414435	2.939142785	1.496283654	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	38.91
181.0658271	168.9719267	12	2	2	0.4	8.085816371	3.0765277	1.473848049	1	1	0	2	0	0	0	0	1	1	0	2	1	1	0	2	3.01
285.0954129	264.9389123	18	4	5	0.428571429	15.41760369	6.504458735	4.558366956	1	1	0	2	0	0	0	0	0	2	1	1	0	0	0	0	29.1
173.0407552	163.9703299	11	3	1	0.25	8.496153846	3.198611111	2.170450329	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
202.9745895	195.9198143	10	3	1	0.142857143	7.694275287	3.121945055	1.356189491	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
247.016684	235.9306086	15	5	3	0.3	12.30027407	5.351237049	2.84192445	1	1	0	1	0	0	0	0	0	3	1	1	0	0	0	1	38.33
197.0971272	180.9719267	13	2	3	0.454545455	10.55019246	4.119751033	2.23151231	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
139.1109474	126.009222	10	3	3	0.571428571	7.279051254	3.366309337	1.842927825	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	43.84
190.0717829	181.0013577	13	5	1	0.375	9.984033613	3.334193689	2.417034797	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	1	38.91
164.1125049	150.0029544	11	4	2	1	8.872764378	3.451270652	2.709874515	0	0	0	0	0	0	0	0	1	2	2	1	1	1	0	0	29.26
126.0593264	119.0045512	9	3	1	0.166666667	6.164378109	2.547880827	1.467221172	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	38.91
214.994576	204.9163257	11	3	1	0.25	8.555602294	3.238137429	1.94316254	1	1	0	1	0	0	0	0	0	2	3	1	0	0	0	0	46.25
179.0670319	171.0044317	12	6	1	0.5	9.051240876	2.779864721	1.579273977	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	43.84
197.0971272	180.9719267	13	2	3	0.454545455	10.55019246	4.635211794	3.370369888	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
231.0581548	215.9407794	14	3	3	0.454545455	11.83267442	4.519510892	2.220908078	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
170.0877694	155.978219	11	3	2	0.625	8.684428706	3.324255156	1.785543685	0	1	0	1	0	0	0	1	0	2	1	1	0	0	0	1	24.92
171.0450916	160.9668413	11	3	2	0.25	8.367370983	3.6003847	1.85085949	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	35.25
100.0636629	92.00106262	7	3	1	0.75	4.585520995	1.930321529	0.898944584	0	0	0	0	0	0	0	0	1	3	2	1	0	0	0	0	47.61
127.099714	113.9979886	9	2	1	1	5.68580385	1.957306778	0.775400954	0	0	0	3	2	0	0	0	2	2	2	2	2	2	0	1	35.25
223.0375616	213.9671363	14	5	2	0.333333333	11.33541478	4.190392325	3.195365534	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	26.02
159.0251051	151.9703299	10	3	1	0.142857143	7.506382979	2.99157128	1.278057008	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
159.0251051	151.9703299	10	3	1	0.142857143	7.348225108	2.882979196	1.60816933	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
147.1047994	134.003074	11	1	3	0.2	8.020806452	3.937882077	2.55889235	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
136.1000484	124.006148	10	2	1	0.375	7.219769484	2.795579	1.54435322	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	0	38.91
156.045426	146.9750007	10	3	1	0.285714286	7.506382979	2.99157128	1.688037425	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	0	38.91
155.050177	144.9719267	10	2	1	0.25	7.575596621	3.039426929	1.723431283	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
189.0112046	179.9407794	11	3	2	0.25	8.852936803	3.955680097	2.366251127	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
211.0420403	204.9950901	14	6	1	0.25	10.90794232	3.528549623	1.453764793	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
175.0608839	166.9982837	12	4	1	0.25	9.061157703	3.145358933	1.583340877	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
175.0608839	166.9982837	12	4	1	0.25	9.061157703	3.145358933	1.583340877	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
147.1047994	134.003074	11	1	2	0.2	8.020806452	3.351893337	1.918842801	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
147.1047994	134.003074	11	1	2	0.2	8.020806452	3.351893337	1.918842801	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
181.1078341	166.9982837	12	4	1	1	9.835106383	3.642403653	2.369321563	0	0	0	1	0	1	1	0	1	1	2	1	0	1	0	0	26.02
203.092184	190.9982837	14	4	2	0.4	11.047101	4.002881594	2.479705374	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
203.092184	190.9982837	14	4	2	0.4	11.047101	4.002881594	2.479705374	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
185.0652203	175.9947951	13	4	0	0.333333333	8.438790773	2.957043288	1.372873839	1	1	0	1	0	0	0	0	1	2	2	2	0	0	0	0	35.25
128.094963	116.0010626	9	3	1	0.833333333	6.548623962	2.351355522	1.052097069	0	0	1	1	0	0	0	0	1	3	2	1	1	1	0	0	46.33
151.0797275	141.0014772	11	2	1	0.333333333	6.797665526	2.308707983	1.261061318	1	1	0	2	0	1	1	0	1	1	2	2	0	1	0	0	26.02
151.0797275	141.0014772	11	2	1	0.333333333	6.797665526	2.308707983	1.261061318	1	1	0	2	0	1	1	0	1	1	2	2	0	1	0	0	26.02
179.1310142	161.9979886	13	2	3	0.454545455	10.06347245	4.282623273	2.457890875	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	0	35.25
141.090212	130.0041366	10	4	2	0.666666667	7.20989011	2.788887371	1.328861727	0	1	0	1	0	0	0	1	0	4	2	1	0	0	0	0	64.94
144.1262631	128.0010626	10	3	2	1	7.981214575	3.906902017	1.936083848	0	0	0	1	0	0	0	0	1	3	2	1	1	1	0	0	38.49
113.1204495	98.003074	8	1	1	1	6.085628141	2.492201094	1.025055201	0	0	0	2	0	1	1	0	1	1	2	1	0	1	0	0	26.02
113.1204495	98.003074	8	1	1	1	6.085628141	2.492201094	1.025055201	0	0	0	2	0	1	1	0	1	1	2	1	0	1	0	0	26.02
113.1204495	98.003074	8	1	1	1	6.085628141	2.492201094	1.025055201	0	0	0	2	0	1	1	0	1	1	2	1	0	1	0	0	26.02
153.0953776	141.0014772	11	2	2	0.333333333	8.208911968	3.486219293	2.017105668	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
127.1360995	110.003074	9	1	1	1	7.071607143	3.21003996	1.976711222	0	0	0	2	0	1	1	0	1	1	2	1	0	1	0	0	26.02
127.1360995	110.003074	9	1	1	1	7.071607143	3.21003996	1.976711222	0	0	0	2	0	1	1	0	1	1	2	1	0	1	0	0	26.02
127.1360995	110.003074	9	1	1	1	7.071607143	3.21003996	1.683432023	0	0	0	2	0	1	1	0	1	1	2	1	0	1	0	0	26.02
127.1360995	110.003074	9	1	1	1	7.071607143	3.21003996	1.683432023	0	0	0	2	0	1	1	0	1	1	2	1	0	1	0	0	26.02
127.1360995	110.003074	9	1	1	1	7.071607143	3.21003996	1.683432023	0	0	0	2	0	1	1	0	1	1	2	1	0	1	0	0	26.02
127.1360995	110.003074	9	1	1	1	7.071607143	3.21003996	1.683432023	0	0	0	2	0	1	1	0	1	1	2	1	0	1	0	0	26.02
217.0425048	203.9407794	13	3	2	0.4	10.83836991	4.316641101	2.599275173	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
217.0425048	203.9407794	13	3	2	0.4	10.83836991	4.316641101	2.599275173	1	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	26.02
147.1047994	134.003074	11	1	0	0.4	6.863561561	2.081148017	0.961985412	1	1	0	1	0	0	1	0	1	1	2	2	0	0	0	0	26.02
169.0703057	159.9998804	12	3	1	0.333333333	7.676858313	2.521143161	1.202977065	1	1	0	2	0	1	1	0	1	1	2	2	0	1	0	0	26.02
169.0703057	159.9998804	12	3	1	0.333333333	7.676858313	2.521143161	1.202977065	1	1	0	2	0	1	1	0	1	1	2	2	0	1	0	0	26.02
201.076534	190.9982837	14	4	1	0.4	9.522159782	2.984333072	1.748879389	1	1	0	2	0	1	1	0	1	1	2	2	0	1	0	0	26.02
156.1626486	136.006148	11	2	2	1	9.011575092	4.728423353	3.727666133	0	0	0	1	0	0	0	0	1	2	2	1	1	1	0	0	29.26
136.1000484	124.006148	10	2	1	0.375	7.219769484	2.795579	1.54435322	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	0	38.91
141.090212	130.0041366	10	4	2	0.666666667	7.20989011	2.788887371	1.328861727	0	1	0	1	0	0	0	1	0	4	1	1	0	0	0	0	50.95
178.1106131	164.0010626	13	3	1	0.5	8.505674877	3.34026473	1.650174913	0	1	0	1	0	0	1	1	1	3	2	2	0	0	0	0	48.14
128.1313485	112.006148	9	2	1	1	7.032107623	3.180475788	1.953512004	0	0	0	2	0	1	1	0	1	2	4	1	0	1	0	0	52.04
199.9949104	190.9244851	10	3	2	0.142857143	7.723950104	3.706849488	2.473196904	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	29.26
128.1313485	112.006148	9	2	0	1	7.032107623	3.180475788	2.327680232	0	0	0	1	0	0	0	0	1	2	2	1	1	1	0	1	29.26
142.1106131	128.0010626	10	3	1	0.857142857	7.536044539	3.012055326	1.475292374	0	0	1	1	0	0	0	0	1	3	2	1	1	1	0	1	46.33
219.940288	213.8933378	10	4	1	0.166666667	7.981214575	3.323790749	1.684601688	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	38.91
205.9513313	198.8965561	9	4	2	0.4	7.180253583	3.2916763	2.040968851	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	38.91
112.0636629	104.0010626	8	3	2	0.4	5.309470014	2.470712072	1.069113914	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	52.05
155.0768704	141.975145	10	2	2	0.5	7.763519669	3.170355912	1.580917793	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	26.02
153.1265975	138.009222	11	3	4	0.625	8.268328417	4.132684889	2.717916418	0	1	0	0	0	0	0	1	0	3	1	1	0	0	0	0	29.85
141.0612204	129.975145	9	2	2	0.428571429	6.775473441	2.989942377	1.804947321	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	26.02
141.0612204	129.975145	9	2	2	0.428571429	6.775473441	2.989942377	1.531067087	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	26.02
141.1517496	122.003074	10	1	2	1	8.060401606	3.968914889	1.978612327	0	0	0	2	0	1	1	0	1	1	2	1	0	1	0	2	26.02
183.0517985	172.9735482	12	3	0	0.333333333	8.076289945	3.070615788	1.470186489	1	1	0	1	0	0	0	0	1	1	2	2	0	0	0	1	26.02
153.0953776	141.0014772	11	2	2	0.333333333	8.208911968	3.486219293	2.017105668	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
169.0902922	156.9963918	12	3	3	0.333333333	9.001659028	4.066069546	1.73795889	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	21.26
153.0953776	141.0014772	11	2	2	0.333333333	8.208911968	3.486219293	1.774461159	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
216.9902396	207.9198143	11	3	2	0.25	8.684428706	3.831475222	2.007286607	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
153.0953776	141.0014772	11	2	2	0.333333333	8.208911968	3.486219293	2.017105668	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
153.0953776	141.0014772	11	2	2	0.333333333	8.208911968	3.486219293	2.017105668	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	12.03
150.1156984	136.006148	11	2	1	0.444444444	8.208911968	3.009581149	1.404173193	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	38.91
127.099714	113.9979886	9	2	0	1	5.68580385	1.703725895	0.775400954	0	0	0	1	0	1	1	0	2	2	2	2	1	2	1	1	35.25
111.1047994	98.003074	8	1	0	1	4.803032526	1.268618156	0.454565999	0	0	0	1	0	2	2	0	2	1	2	2	0	2	1	1	26.02
181.056135	169.9700596	12	3	1	0.333333333	7.95251322	3.372028523	1.422950969	1	1	0	0	0	0	0	0	1	2	1	2	0	0	0	0	21.26
198.9996614	188.9214111	10	2	1	0.25	7.763519669	3.170355912	1.580917793	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	26.02
165.1153641	149.9979886	12	2	3	0.4	9.071074681	4.117834347	2.54834658	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	0	32.26
138.0793129	128.0010626	10	3	0	0.571428571	5.917953425	2.09180245	0.826760328	0	1	0	0	0	0	0	1	1	3	1	2	0	0	0	0	38.06
112.0636629	104.0010626	8	3	1	0.4	5.309470014	1.961225715	0.720537033	0	1	0	0	0	0	0	1	0	3	2	1	0	0	0	0	52.05
